"","Date","ACCU","CEA","EUA","UKA","NZU","KAU","WCA","CCA"
"1353",2012-05-28,NA,NA,6.8,NA,NA,NA,NA,NA
"1354",2012-05-29,NA,NA,6.64,NA,NA,NA,NA,NA
"1355",2012-05-30,NA,NA,6.5,NA,NA,NA,NA,NA
"1356",2012-05-31,NA,NA,6.36,NA,NA,NA,NA,NA
"1357",2012-06-01,NA,NA,6.47,NA,NA,NA,NA,NA
"1358",2012-06-04,NA,NA,6.47,NA,NA,NA,NA,NA
"1359",2012-06-05,NA,NA,6.47,NA,NA,NA,NA,NA
"1360",2012-06-06,NA,NA,6.45,NA,NA,NA,NA,NA
"1361",2012-06-07,NA,NA,6.54,NA,NA,NA,NA,NA
"1362",2012-06-08,NA,NA,6.69,NA,NA,NA,NA,NA
"1363",2012-06-11,NA,NA,6.7,NA,NA,NA,NA,NA
"1364",2012-06-12,NA,NA,6.73,NA,NA,NA,NA,NA
"1365",2012-06-13,NA,NA,6.8,NA,NA,NA,NA,NA
"1366",2012-06-14,NA,NA,6.93,NA,NA,NA,NA,NA
"1367",2012-06-15,NA,NA,7.32,NA,NA,NA,NA,NA
"1368",2012-06-18,NA,NA,7.42,NA,NA,NA,NA,NA
"1369",2012-06-19,NA,NA,7.6,NA,NA,NA,NA,NA
"1370",2012-06-20,NA,NA,7.51,NA,NA,NA,NA,NA
"1371",2012-06-21,NA,NA,7.57,NA,NA,NA,NA,NA
"1372",2012-06-22,NA,NA,8.17,NA,NA,NA,NA,NA
"1373",2012-06-25,NA,NA,8.06,NA,NA,NA,NA,NA
"1374",2012-06-26,NA,NA,8.06,NA,NA,NA,NA,NA
"1375",2012-06-27,NA,NA,7.97,NA,NA,NA,NA,NA
"1376",2012-06-28,NA,NA,7.99,NA,NA,NA,NA,NA
"1377",2012-06-29,NA,NA,8.28,NA,NA,NA,NA,NA
"1379",2012-07-02,NA,NA,8.15,NA,NA,NA,NA,NA
"1380",2012-07-03,NA,NA,8.34,NA,NA,NA,NA,NA
"1381",2012-07-04,NA,NA,8.3,NA,NA,NA,NA,NA
"1382",2012-07-05,NA,NA,8.36,NA,NA,NA,NA,NA
"1383",2012-07-06,NA,NA,8.07,NA,NA,NA,NA,NA
"1384",2012-07-09,NA,NA,8.01,NA,NA,NA,NA,NA
"1385",2012-07-10,NA,NA,7.95,NA,NA,NA,NA,NA
"1386",2012-07-11,NA,NA,7.9,NA,NA,NA,NA,NA
"1387",2012-07-12,NA,NA,7.66,NA,NA,NA,NA,NA
"1388",2012-07-13,NA,NA,7.65,NA,NA,NA,NA,NA
"1389",2012-07-16,NA,NA,7.57,NA,NA,NA,NA,NA
"1390",2012-07-17,NA,NA,7.68,NA,NA,NA,NA,NA
"1391",2012-07-18,NA,NA,7.15,NA,NA,NA,NA,NA
"1392",2012-07-19,NA,NA,6.88,NA,NA,NA,NA,NA
"1393",2012-07-20,NA,NA,7.14,NA,NA,NA,NA,NA
"1394",2012-07-23,NA,NA,7.13,NA,NA,NA,NA,NA
"1395",2012-07-24,NA,NA,7.2,NA,NA,NA,NA,NA
"1396",2012-07-25,NA,NA,6.86,NA,NA,NA,NA,NA
"1397",2012-07-26,NA,NA,6.98,NA,NA,NA,NA,NA
"1398",2012-07-27,NA,NA,6.92,NA,NA,NA,NA,NA
"1399",2012-07-30,NA,NA,6.59,NA,NA,NA,NA,NA
"1400",2012-07-31,NA,NA,6.93,NA,NA,NA,NA,NA
"1401",2012-08-01,NA,NA,6.97,NA,NA,NA,NA,NA
"1402",2012-08-02,NA,NA,7.08,NA,NA,NA,NA,NA
"1403",2012-08-03,NA,NA,7.11,NA,NA,NA,NA,NA
"1404",2012-08-06,NA,NA,7.2,NA,NA,NA,NA,NA
"1405",2012-08-07,NA,NA,7.32,NA,NA,NA,NA,NA
"1406",2012-08-08,NA,NA,7.24,NA,NA,NA,NA,NA
"1407",2012-08-09,NA,NA,7.15,NA,NA,NA,NA,NA
"1408",2012-08-10,NA,NA,7.21,NA,NA,NA,NA,NA
"1409",2012-08-13,NA,NA,7.5,NA,NA,NA,NA,NA
"1410",2012-08-14,NA,NA,7.66,NA,NA,NA,NA,NA
"1411",2012-08-15,NA,NA,7.49,NA,NA,NA,NA,NA
"1412",2012-08-16,NA,NA,7.71,NA,NA,NA,NA,NA
"1413",2012-08-17,NA,NA,7.71,NA,NA,NA,NA,NA
"1414",2012-08-20,NA,NA,7.65,NA,NA,NA,NA,NA
"1415",2012-08-21,NA,NA,7.92,NA,NA,NA,NA,NA
"1416",2012-08-22,NA,NA,8.03,NA,NA,NA,NA,NA
"1417",2012-08-23,NA,NA,8.16,NA,NA,NA,NA,NA
"1418",2012-08-24,NA,NA,8.17,NA,NA,NA,NA,NA
"1419",2012-08-27,NA,NA,8.16,NA,NA,NA,NA,NA
"1420",2012-08-28,NA,NA,7.98,NA,NA,NA,NA,NA
"1421",2012-08-29,NA,NA,7.72,NA,NA,NA,NA,NA
"1422",2012-08-30,NA,NA,7.69,NA,NA,NA,NA,NA
"1423",2012-08-31,NA,NA,8.08,NA,NA,NA,NA,NA
"1425",2012-09-03,NA,NA,8.26,NA,NA,NA,NA,NA
"1426",2012-09-04,NA,NA,8.21,NA,NA,NA,NA,NA
"1427",2012-09-05,NA,NA,8.25,NA,NA,NA,NA,NA
"1428",2012-09-06,NA,NA,8.26,NA,NA,NA,NA,NA
"1429",2012-09-07,NA,NA,8.38,NA,NA,NA,NA,NA
"1430",2012-09-10,NA,NA,7.84,NA,NA,NA,NA,NA
"1431",2012-09-11,NA,NA,7.75,NA,NA,NA,NA,NA
"1432",2012-09-12,NA,NA,7.95,NA,NA,NA,NA,NA
"1433",2012-09-13,NA,NA,7.81,NA,NA,NA,NA,NA
"1434",2012-09-14,NA,NA,7.45,NA,NA,NA,NA,NA
"1435",2012-09-17,NA,NA,7.4,NA,NA,NA,NA,NA
"1436",2012-09-18,NA,NA,7.46,NA,NA,NA,NA,NA
"1437",2012-09-19,NA,NA,7.56,NA,NA,NA,NA,NA
"1438",2012-09-20,NA,NA,7.68,NA,NA,NA,NA,NA
"1439",2012-09-21,NA,NA,7.46,NA,NA,NA,NA,NA
"1440",2012-09-24,NA,NA,7.27,NA,NA,NA,NA,NA
"1441",2012-09-25,NA,NA,7.48,NA,NA,NA,NA,NA
"1442",2012-09-26,NA,NA,7.63,NA,NA,NA,NA,NA
"1443",2012-09-27,NA,NA,7.86,NA,NA,NA,NA,NA
"1444",2012-09-28,NA,NA,7.96,NA,NA,NA,NA,NA
"1445",2012-10-01,NA,NA,7.95,NA,NA,NA,NA,NA
"1446",2012-10-02,NA,NA,7.87,NA,NA,NA,NA,NA
"1447",2012-10-03,NA,NA,7.59,NA,NA,NA,NA,NA
"1448",2012-10-04,NA,NA,7.64,NA,NA,NA,NA,NA
"1449",2012-10-05,NA,NA,7.81,NA,NA,NA,NA,NA
"1450",2012-10-08,NA,NA,7.92,NA,NA,NA,NA,NA
"1451",2012-10-09,NA,NA,7.89,NA,NA,NA,NA,NA
"1452",2012-10-10,NA,NA,7.72,NA,NA,NA,NA,NA
"1453",2012-10-11,NA,NA,7.81,NA,NA,NA,NA,NA
"1454",2012-10-12,NA,NA,7.83,NA,NA,NA,NA,NA
"1455",2012-10-15,NA,NA,7.69,NA,NA,NA,NA,NA
"1456",2012-10-16,NA,NA,8,NA,NA,NA,NA,NA
"1457",2012-10-17,NA,NA,8.28,NA,NA,NA,NA,NA
"1458",2012-10-18,NA,NA,8.08,NA,NA,NA,NA,NA
"1459",2012-10-19,NA,NA,7.97,NA,NA,NA,NA,NA
"1460",2012-10-22,NA,NA,7.91,NA,NA,NA,NA,NA
"1461",2012-10-23,NA,NA,7.88,NA,NA,NA,NA,NA
"1462",2012-10-24,NA,NA,7.67,NA,NA,NA,NA,NA
"1463",2012-10-25,NA,NA,7.69,NA,NA,NA,NA,NA
"1464",2012-10-26,NA,NA,7.89,NA,NA,NA,NA,NA
"1465",2012-10-29,NA,NA,8.08,NA,NA,NA,NA,NA
"1466",2012-10-30,NA,NA,8.15,NA,NA,NA,NA,NA
"1467",2012-10-31,NA,NA,8.24,NA,NA,NA,NA,NA
"1468",2012-11-01,NA,NA,8.05,NA,NA,NA,NA,NA
"1469",2012-11-02,NA,NA,8.11,NA,NA,NA,NA,NA
"1470",2012-11-05,NA,NA,8.26,NA,NA,NA,NA,NA
"1471",2012-11-06,NA,NA,8.35,NA,NA,NA,NA,NA
"1472",2012-11-07,NA,NA,8.23,NA,NA,NA,NA,NA
"1473",2012-11-08,NA,NA,8.28,NA,NA,NA,NA,NA
"1474",2012-11-09,NA,NA,8.33,NA,NA,NA,NA,NA
"1475",2012-11-12,NA,NA,9.08,NA,NA,NA,NA,NA
"1476",2012-11-13,NA,NA,8.41,NA,NA,NA,NA,NA
"1477",2012-11-14,NA,NA,7.92,NA,NA,NA,NA,NA
"1478",2012-11-15,NA,NA,7.13,NA,NA,NA,NA,NA
"1479",2012-11-16,NA,NA,6.9,NA,NA,NA,NA,NA
"1480",2012-11-19,NA,NA,6.71,NA,NA,NA,NA,NA
"1481",2012-11-20,NA,NA,6.74,NA,NA,NA,NA,NA
"1482",2012-11-21,NA,NA,6.77,NA,NA,NA,NA,NA
"1483",2012-11-22,NA,NA,6.79,NA,NA,NA,NA,NA
"1484",2012-11-23,NA,NA,7.01,NA,NA,NA,NA,NA
"1485",2012-11-26,NA,NA,6.84,NA,NA,NA,NA,NA
"1486",2012-11-27,NA,NA,6.85,NA,NA,NA,NA,NA
"1487",2012-11-28,NA,NA,6.83,NA,NA,NA,NA,NA
"1488",2012-11-29,NA,NA,6.58,NA,NA,NA,NA,NA
"1489",2012-11-30,NA,NA,6.2,NA,NA,NA,NA,NA
"1490",2012-12-03,NA,NA,5.95,NA,NA,NA,NA,NA
"1491",2012-12-04,NA,NA,5.72,NA,NA,NA,NA,NA
"1492",2012-12-05,NA,NA,6.15,NA,NA,NA,NA,NA
"1493",2012-12-06,NA,NA,6.39,NA,NA,NA,NA,NA
"1494",2012-12-07,NA,NA,6.78,NA,NA,NA,NA,NA
"1495",2012-12-10,NA,NA,7.07,NA,NA,NA,NA,NA
"1496",2012-12-11,NA,NA,6.84,NA,NA,NA,NA,NA
"1497",2012-12-12,NA,NA,6.75,NA,NA,NA,NA,NA
"1498",2012-12-13,NA,NA,6.67,NA,NA,NA,NA,NA
"1499",2012-12-14,NA,NA,6.57,NA,NA,NA,NA,NA
"1500",2012-12-17,NA,NA,6.47,NA,NA,NA,NA,NA
"1501",2012-12-18,NA,NA,6.47,NA,NA,NA,NA,NA
"1502",2012-12-31,NA,NA,6.47,NA,NA,NA,NA,NA
"1503",2013-01-01,NA,NA,6.47,NA,NA,NA,NA,NA
"1504",2013-01-02,NA,NA,6.57,NA,NA,NA,NA,NA
"1505",2013-01-03,NA,NA,6.4,NA,NA,NA,NA,NA
"1506",2013-01-04,NA,NA,6.34,NA,NA,NA,NA,NA
"1507",2013-01-07,NA,NA,6.66,NA,NA,NA,NA,NA
"1508",2013-01-08,NA,NA,6.47,NA,NA,NA,NA,NA
"1509",2013-01-09,NA,NA,6.21,NA,NA,NA,NA,NA
"1510",2013-01-10,NA,NA,6.05,NA,NA,NA,NA,NA
"1511",2013-01-11,NA,NA,5.92,NA,NA,NA,NA,NA
"1512",2013-01-14,NA,NA,5.9,NA,NA,NA,NA,NA
"1513",2013-01-15,NA,NA,6.07,NA,NA,NA,NA,NA
"1514",2013-01-16,NA,NA,5.65,NA,NA,NA,NA,NA
"1515",2013-01-17,NA,NA,5.61,NA,NA,NA,NA,NA
"1516",2013-01-18,NA,NA,5.11,NA,NA,NA,NA,NA
"1517",2013-01-21,NA,NA,4.95,NA,NA,NA,NA,NA
"1518",2013-01-22,NA,NA,5.45,NA,NA,NA,NA,NA
"1519",2013-01-23,NA,NA,4.65,NA,NA,NA,NA,NA
"1520",2013-01-24,NA,NA,4.33,NA,NA,NA,NA,NA
"1521",2013-01-25,NA,NA,4.11,NA,NA,NA,NA,NA
"1522",2013-01-28,NA,NA,4.18,NA,NA,NA,NA,NA
"1523",2013-01-29,NA,NA,3.99,NA,NA,NA,NA,NA
"1524",2013-01-30,NA,NA,3.8,NA,NA,NA,NA,NA
"1525",2013-01-31,NA,NA,3.42,NA,NA,NA,NA,NA
"1526",2013-02-01,NA,NA,4.34,NA,NA,NA,NA,NA
"1527",2013-02-04,NA,NA,4.32,NA,NA,NA,NA,NA
"1528",2013-02-05,NA,NA,4.42,NA,NA,NA,NA,NA
"1529",2013-02-06,NA,NA,4.18,NA,NA,NA,NA,NA
"1530",2013-02-07,NA,NA,4.2,NA,NA,NA,NA,NA
"1531",2013-02-08,NA,NA,4.55,NA,NA,NA,NA,NA
"1532",2013-02-11,NA,NA,4.48,NA,NA,NA,NA,NA
"1533",2013-02-12,NA,NA,4.58,NA,NA,NA,NA,NA
"1534",2013-02-13,NA,NA,5.23,NA,NA,NA,NA,NA
"1535",2013-02-14,NA,NA,5.25,NA,NA,NA,NA,NA
"1536",2013-02-15,NA,NA,5.19,NA,NA,NA,NA,NA
"1537",2013-02-18,NA,NA,5.12,NA,NA,NA,NA,NA
"1538",2013-02-19,NA,NA,4.68,NA,NA,NA,NA,NA
"1539",2013-02-20,NA,NA,4.98,NA,NA,NA,NA,NA
"1540",2013-02-21,NA,NA,5.3,NA,NA,NA,NA,NA
"1541",2013-02-22,NA,NA,5.19,NA,NA,NA,NA,NA
"1542",2013-02-25,NA,NA,4.57,NA,NA,NA,NA,NA
"1543",2013-02-26,NA,NA,4.3,NA,NA,NA,NA,NA
"1544",2013-02-27,NA,NA,4.47,NA,NA,NA,NA,NA
"1545",2013-02-28,NA,NA,4.9,NA,NA,NA,NA,NA
"1546",2013-03-01,NA,NA,4.67,NA,NA,NA,NA,NA
"1547",2013-03-04,NA,NA,4.63,NA,NA,NA,NA,NA
"1548",2013-03-05,NA,NA,4.23,NA,NA,NA,NA,NA
"1549",2013-03-06,NA,NA,4.28,NA,NA,NA,NA,NA
"1550",2013-03-07,NA,NA,4.32,NA,NA,NA,NA,NA
"1551",2013-03-08,NA,NA,4.26,NA,NA,NA,NA,NA
"1552",2013-03-11,NA,NA,3.95,NA,NA,NA,NA,NA
"1553",2013-03-12,NA,NA,3.73,NA,NA,NA,NA,NA
"1554",2013-03-13,NA,NA,3.52,NA,NA,NA,NA,NA
"1555",2013-03-14,NA,NA,3.7,NA,NA,NA,NA,NA
"1556",2013-03-15,NA,NA,3.78,NA,NA,NA,NA,NA
"1557",2013-03-18,NA,NA,3.55,NA,NA,NA,NA,NA
"1558",2013-03-19,NA,NA,3.51,NA,NA,NA,NA,NA
"1559",2013-03-20,NA,NA,3.97,NA,NA,NA,NA,NA
"1560",2013-03-21,NA,NA,4.42,NA,NA,NA,NA,NA
"1561",2013-03-22,NA,NA,4.15,NA,NA,NA,NA,NA
"1562",2013-03-25,NA,NA,4.49,NA,NA,NA,NA,NA
"1563",2013-03-26,NA,NA,4.62,NA,NA,NA,NA,NA
"1564",2013-03-27,NA,NA,4.95,NA,NA,NA,NA,NA
"1565",2013-03-28,NA,NA,4.81,NA,NA,NA,NA,NA
"1566",2013-04-01,NA,NA,4.81,NA,NA,NA,NA,NA
"1567",2013-04-02,NA,NA,4.94,NA,NA,NA,NA,NA
"1568",2013-04-03,NA,NA,4.92,NA,NA,NA,NA,NA
"1569",2013-04-04,NA,NA,5.04,NA,NA,NA,NA,NA
"1570",2013-04-05,NA,NA,5.19,NA,NA,NA,NA,NA
"1571",2013-04-08,NA,NA,5.2,NA,NA,NA,NA,NA
"1572",2013-04-09,NA,NA,4.78,NA,NA,NA,NA,NA
"1573",2013-04-10,NA,NA,4.3,NA,NA,NA,NA,NA
"1574",2013-04-11,NA,NA,4.35,NA,NA,NA,NA,NA
"1575",2013-04-12,NA,NA,4.77,NA,NA,NA,NA,NA
"1576",2013-04-15,NA,NA,4.76,NA,NA,NA,NA,NA
"1577",2013-04-16,NA,NA,3.09,NA,NA,NA,NA,NA
"1578",2013-04-17,NA,NA,2.75,NA,NA,NA,NA,NA
"1579",2013-04-18,NA,NA,3.07,NA,NA,NA,NA,NA
"1580",2013-04-19,NA,NA,3.16,NA,NA,NA,NA,NA
"1581",2013-04-22,NA,NA,2.89,NA,NA,NA,NA,NA
"1582",2013-04-23,NA,NA,3.08,NA,NA,NA,NA,NA
"1583",2013-04-24,NA,NA,3.02,NA,NA,NA,NA,NA
"1584",2013-04-25,NA,NA,2.97,NA,NA,NA,NA,NA
"1585",2013-04-26,NA,NA,3.11,NA,NA,NA,NA,NA
"1586",2013-04-29,NA,NA,3.32,NA,NA,NA,NA,NA
"1587",2013-04-30,NA,NA,3.12,NA,NA,NA,NA,NA
"1588",2013-05-01,NA,NA,2.91,NA,NA,NA,NA,NA
"1589",2013-05-02,NA,NA,3.09,NA,NA,NA,NA,NA
"1590",2013-05-03,NA,NA,3.78,NA,NA,NA,NA,NA
"1591",2013-05-06,NA,NA,3.91,NA,NA,NA,NA,NA
"1592",2013-05-07,NA,NA,3.74,NA,NA,NA,NA,NA
"1593",2013-05-08,NA,NA,3.49,NA,NA,NA,NA,NA
"1594",2013-05-09,NA,NA,3.79,NA,NA,NA,NA,NA
"1595",2013-05-10,NA,NA,3.38,NA,NA,NA,NA,NA
"1596",2013-05-13,NA,NA,3.27,NA,NA,NA,NA,NA
"1597",2013-05-14,NA,NA,3.52,NA,NA,NA,NA,NA
"1598",2013-05-15,NA,NA,3.64,NA,NA,NA,NA,NA
"1599",2013-05-16,NA,NA,3.7,NA,NA,NA,NA,NA
"1600",2013-05-17,NA,NA,3.54,NA,NA,NA,NA,NA
"1601",2013-05-20,NA,NA,3.6,NA,NA,NA,NA,NA
"1602",2013-05-21,NA,NA,3.56,NA,NA,NA,NA,NA
"1603",2013-05-22,NA,NA,3.32,NA,NA,NA,NA,NA
"1604",2013-05-23,NA,NA,3.4,NA,NA,NA,NA,NA
"1605",2013-05-24,NA,NA,3.56,NA,NA,NA,NA,NA
"1606",2013-05-27,NA,NA,3.5,NA,NA,NA,NA,NA
"1607",2013-05-28,NA,NA,3.65,NA,NA,NA,NA,NA
"1608",2013-05-29,NA,NA,3.75,NA,NA,NA,NA,NA
"1609",2013-05-30,NA,NA,3.82,NA,NA,NA,NA,NA
"1610",2013-05-31,NA,NA,3.95,NA,NA,NA,NA,NA
"1611",2013-06-03,NA,NA,3.92,NA,NA,NA,NA,NA
"1612",2013-06-04,NA,NA,3.96,NA,NA,NA,NA,NA
"1613",2013-06-05,NA,NA,3.91,NA,NA,NA,NA,NA
"1614",2013-06-06,NA,NA,4,NA,NA,NA,NA,NA
"1615",2013-06-07,NA,NA,4.12,NA,NA,NA,NA,NA
"1616",2013-06-10,NA,NA,4.04,NA,NA,NA,NA,NA
"1617",2013-06-11,NA,NA,4.2,NA,NA,NA,NA,NA
"1618",2013-06-12,NA,NA,4.5,NA,NA,NA,NA,NA
"1619",2013-06-13,NA,NA,4.41,NA,NA,NA,NA,NA
"1620",2013-06-14,NA,NA,4.77,NA,NA,NA,NA,NA
"1621",2013-06-17,NA,NA,4.58,NA,NA,NA,NA,NA
"1622",2013-06-18,NA,NA,4.7,NA,NA,NA,NA,NA
"1623",2013-06-19,NA,NA,4.39,NA,NA,NA,NA,NA
"1624",2013-06-20,NA,NA,4.43,NA,NA,NA,NA,NA
"1625",2013-06-21,NA,NA,4.38,NA,NA,NA,NA,NA
"1626",2013-06-24,NA,NA,4.12,NA,NA,NA,NA,NA
"1627",2013-06-25,NA,NA,4.28,NA,NA,NA,NA,NA
"1628",2013-06-26,NA,NA,4.42,NA,NA,NA,NA,NA
"1629",2013-06-27,NA,NA,4.43,NA,NA,NA,NA,NA
"1630",2013-06-28,NA,NA,4.21,NA,NA,NA,NA,NA
"1631",2013-07-01,NA,NA,4.24,NA,NA,NA,NA,NA
"1632",2013-07-02,NA,NA,4.29,NA,NA,NA,NA,NA
"1633",2013-07-03,NA,NA,4.69,NA,NA,NA,NA,NA
"1634",2013-07-04,NA,NA,4.55,NA,NA,NA,NA,NA
"1635",2013-07-05,NA,NA,4.29,NA,NA,NA,NA,NA
"1636",2013-07-08,NA,NA,4.24,NA,NA,NA,NA,NA
"1637",2013-07-09,NA,NA,4.17,NA,NA,NA,NA,NA
"1638",2013-07-10,NA,NA,4.05,NA,NA,NA,NA,NA
"1639",2013-07-11,NA,NA,4.09,NA,NA,NA,NA,NA
"1640",2013-07-12,NA,NA,4.04,NA,NA,NA,NA,NA
"1641",2013-07-15,NA,NA,4.05,NA,NA,NA,NA,NA
"1642",2013-07-16,NA,NA,4.13,NA,NA,NA,NA,NA
"1643",2013-07-17,NA,NA,4.13,NA,NA,NA,NA,NA
"1644",2013-07-18,NA,NA,4.13,NA,NA,NA,NA,NA
"1645",2013-07-19,NA,NA,4.19,NA,NA,NA,NA,NA
"1646",2013-07-22,NA,NA,4.21,NA,NA,NA,NA,NA
"1647",2013-07-23,NA,NA,4.26,NA,NA,NA,NA,NA
"1648",2013-07-24,NA,NA,4.3,NA,NA,NA,NA,NA
"1649",2013-07-25,NA,NA,4.3,NA,NA,NA,NA,NA
"1650",2013-07-26,NA,NA,4.33,NA,NA,NA,NA,NA
"1651",2013-07-29,NA,NA,4.33,NA,NA,NA,NA,NA
"1652",2013-07-30,NA,NA,4.29,NA,NA,NA,NA,NA
"1653",2013-07-31,NA,NA,4.34,NA,NA,NA,NA,NA
"1654",2013-08-01,NA,NA,4.35,NA,NA,NA,NA,NA
"1655",2013-08-02,NA,NA,4.4,NA,NA,NA,NA,NA
"1656",2013-08-05,NA,NA,4.43,NA,NA,NA,NA,NA
"1657",2013-08-06,NA,NA,4.52,NA,NA,NA,NA,NA
"1658",2013-08-07,NA,NA,4.46,NA,NA,NA,NA,NA
"1659",2013-08-08,NA,NA,4.53,NA,NA,NA,NA,NA
"1660",2013-08-09,NA,NA,4.46,NA,NA,NA,NA,NA
"1661",2013-08-12,NA,NA,4.33,NA,NA,NA,NA,NA
"1662",2013-08-13,NA,NA,4.31,NA,NA,NA,NA,NA
"1663",2013-08-14,NA,NA,4.37,NA,NA,NA,NA,NA
"1664",2013-08-15,NA,NA,4.37,NA,NA,NA,NA,NA
"1665",2013-08-16,NA,NA,4.37,NA,NA,NA,NA,NA
"1666",2013-08-19,NA,NA,4.34,NA,NA,NA,NA,NA
"1667",2013-08-20,NA,NA,4.36,NA,NA,NA,NA,NA
"1668",2013-08-21,NA,NA,4.38,NA,NA,NA,NA,NA
"1669",2013-08-22,NA,NA,4.53,NA,NA,NA,NA,NA
"1670",2013-08-23,NA,NA,4.44,NA,NA,NA,NA,NA
"1671",2013-08-26,NA,NA,4.43,NA,NA,NA,NA,NA
"1672",2013-08-27,NA,NA,4.55,NA,NA,NA,NA,NA
"1673",2013-08-28,NA,NA,4.61,NA,NA,NA,NA,NA
"1674",2013-08-29,NA,NA,4.6,NA,NA,NA,NA,NA
"1675",2013-08-30,NA,NA,4.57,NA,NA,NA,NA,NA
"1676",2013-09-02,NA,NA,4.51,NA,NA,NA,NA,NA
"1677",2013-09-03,NA,NA,4.42,NA,NA,NA,NA,NA
"1678",2013-09-04,NA,NA,4.57,NA,NA,NA,NA,NA
"1679",2013-09-05,NA,NA,4.98,NA,NA,NA,NA,NA
"1680",2013-09-06,NA,NA,5.33,NA,NA,NA,NA,NA
"1681",2013-09-09,NA,NA,5.33,NA,NA,NA,NA,NA
"1682",2013-09-10,NA,NA,5.15,NA,NA,NA,NA,NA
"1683",2013-09-11,NA,NA,5.28,NA,NA,NA,NA,NA
"1684",2013-09-12,NA,NA,5.63,NA,NA,NA,NA,NA
"1685",2013-09-13,NA,NA,5.41,NA,NA,NA,NA,NA
"1686",2013-09-16,NA,NA,5.48,NA,NA,NA,NA,NA
"1687",2013-09-17,NA,NA,5.68,NA,NA,NA,NA,NA
"1688",2013-09-18,NA,NA,5.53,NA,NA,NA,NA,NA
"1689",2013-09-19,NA,NA,5.36,NA,NA,NA,NA,NA
"1690",2013-09-20,NA,NA,5.36,NA,NA,NA,NA,NA
"1691",2013-09-23,NA,NA,5.43,NA,NA,NA,NA,NA
"1692",2013-09-24,NA,NA,5.39,NA,NA,NA,NA,NA
"1693",2013-09-25,NA,NA,5.4,NA,NA,NA,NA,NA
"1694",2013-09-26,NA,NA,5.49,NA,NA,NA,NA,NA
"1695",2013-09-27,NA,NA,5.39,NA,NA,NA,NA,NA
"1696",2013-09-30,NA,NA,5.04,NA,NA,NA,NA,NA
"1697",2013-10-01,NA,NA,5.15,NA,NA,NA,NA,NA
"1698",2013-10-02,NA,NA,5.28,NA,NA,NA,NA,NA
"1699",2013-10-03,NA,NA,5.2,NA,NA,NA,NA,NA
"1700",2013-10-04,NA,NA,5.11,NA,NA,NA,NA,NA
"1701",2013-10-07,NA,NA,4.97,NA,NA,NA,NA,NA
"1702",2013-10-08,NA,NA,4.87,NA,NA,NA,NA,NA
"1703",2013-10-09,NA,NA,4.8,NA,NA,NA,NA,NA
"1704",2013-10-10,NA,NA,4.77,NA,NA,NA,NA,NA
"1705",2013-10-11,NA,NA,4.62,NA,NA,NA,NA,NA
"1706",2013-10-14,NA,NA,4.82,NA,NA,NA,NA,NA
"1707",2013-10-15,NA,NA,4.96,NA,NA,NA,NA,NA
"1708",2013-10-16,NA,NA,5.34,NA,NA,NA,NA,NA
"1709",2013-10-17,NA,NA,5.18,NA,NA,NA,NA,NA
"1710",2013-10-18,NA,NA,5.13,NA,NA,NA,NA,NA
"1711",2013-10-21,NA,NA,4.59,NA,NA,NA,NA,NA
"1712",2013-10-22,NA,NA,4.71,NA,NA,NA,NA,NA
"1713",2013-10-23,NA,NA,4.62,NA,NA,NA,NA,NA
"1714",2013-10-24,NA,NA,4.67,NA,NA,NA,NA,NA
"1715",2013-10-25,NA,NA,5.01,NA,NA,NA,NA,NA
"1716",2013-10-28,NA,NA,4.83,NA,NA,NA,NA,NA
"1717",2013-10-29,NA,NA,5.09,NA,NA,NA,NA,NA
"1718",2013-10-30,NA,NA,4.97,NA,NA,NA,NA,NA
"1719",2013-10-31,NA,NA,4.81,NA,NA,NA,NA,NA
"1720",2013-11-01,NA,NA,4.62,NA,NA,NA,NA,NA
"1721",2013-11-04,NA,NA,4.56,NA,NA,NA,NA,NA
"1722",2013-11-05,NA,NA,4.8,NA,NA,NA,NA,NA
"1723",2013-11-06,NA,NA,4.78,NA,NA,NA,NA,NA
"1724",2013-11-07,NA,NA,4.8,NA,NA,NA,NA,NA
"1725",2013-11-08,NA,NA,4.49,NA,NA,NA,NA,NA
"1726",2013-11-11,NA,NA,4.61,NA,NA,NA,NA,NA
"1727",2013-11-12,NA,NA,4.65,NA,NA,NA,NA,NA
"1728",2013-11-13,NA,NA,4.65,NA,NA,NA,NA,NA
"1729",2013-11-14,NA,NA,4.59,NA,NA,NA,NA,NA
"1730",2013-11-15,NA,NA,4.5,NA,NA,NA,NA,NA
"1731",2013-11-18,NA,NA,4.35,NA,NA,NA,NA,NA
"1732",2013-11-19,NA,NA,4.42,NA,NA,NA,NA,NA
"1733",2013-11-20,NA,NA,4.49,NA,NA,NA,NA,NA
"1734",2013-11-21,NA,NA,4.41,NA,NA,NA,NA,NA
"1735",2013-11-22,NA,NA,4.43,NA,NA,NA,NA,NA
"1736",2013-11-25,NA,NA,4.4,NA,NA,NA,NA,NA
"1737",2013-11-26,NA,NA,4.63,NA,NA,NA,NA,NA
"1738",2013-11-27,NA,NA,4.61,NA,NA,NA,NA,NA
"1739",2013-11-28,NA,NA,4.57,NA,NA,NA,NA,NA
"1740",2013-11-29,NA,NA,4.49,NA,NA,NA,NA,NA
"1742",2013-12-02,NA,NA,4.63,NA,NA,NA,NA,NA
